id,name,ingredient,image,main
425502,牛肉娃娃菜饺子,面粉、南瓜、鸡蛋、牛里脊、娃娃菜、生姜、食盐、味极鲜。,https://i8.meishichina.com/attachment/recipe/2018/11/03/2018110315412425878449266732.jpg?x-oss-process=style/f320x240,main
425414,饭团肘肉便当,米饭、肘子肉、青椒、红萝卜、生菜、西兰花、水煮蛋、海参、牛油果、红椒。,https://i8.meishichina.com/attachment/recipe/2018/11/03/20181103154120693462011154138.jpg?x-oss-process=style/f320x240,main
425470,饺子皮葱花饼,饺子皮、小葱、盐、鸡精、五香粉、十三香、胡椒粉、食用油。,https://i8.meishichina.com/attachment/recipe/2018/11/03/20181103154122999952710878013.jpg?x-oss-process=style/f320x240,main
425226,酸菜豆腐泡土豆粉,土豆粉、豆腐泡、酸菜、五花肉、白菜、豆瓣酱、花椒、干辣椒、生姜、蚝油、胡椒粉、鸡精、香菜。,https://i8.meishichina.com/attachment/recipe/2018/11/01/20181101154105935076710878013.jpg?x-oss-process=style/f320x240,main
424882,南瓜火腿花卷,南瓜、面粉、酵母、清水、火腿肠、植物油。,https://i8.meishichina.com/attachment/recipe/2018/10/30/2018103015408809966961846401.jpg?x-oss-process=style/f320x240,main
425439,平菇鸡蛋韭菜素饺,平菇、鸡蛋、韭菜、小米椒、姜、玉米油、老抽、香油、蚝油、花椒粉、盐。,https://i8.meishichina.com/attachment/recipe/2018/11/03/20181103154121714191010449735.jpg?x-oss-process=style/f320x240,main
425429,韩式猪肉紫菜卷饭,猪肉片、猪瘦肉、辣椒、紫菜、米饭、包饭酱、辣椒酱、香油。,https://i8.meishichina.com/attachment/recipe/2018/11/03/2018110315412189375805010218894.jpg?x-oss-process=style/f320x240,main
425420,牛油果拌螺旋意面,意面、基尾虾、黑糊椒粒、番茄酱、盐、牛奶。,https://i8.meishichina.com/attachment/recipe/2018/11/03/2018110315412110617269012879.jpg?x-oss-process=style/f320x240,main
423817,番茄鸡蛋烩玉米面,鸡蛋、番茄、平菇、黑木耳、自制玉米面、香菜、生抽、胡椒粉、油、盐。,https://i8.meishichina.com/attachment/recipe/2018/10/23/2018102315402727868125871478694.jpg?x-oss-process=style/f320x240,main
425415,煮麻花,小麻花、酸菜、葱、香菜、猪油、盐、芝麻油、剁辣椒、老抽、生抽。,https://i8.meishichina.com/attachment/recipe/2018/11/03/2018110315412085167207610709.jpg?x-oss-process=style/f320x240,main
425412,蔬菜鸡蛋盏,鸡蛋、口蘑、胡萝卜、西红柿。,https://i8.meishichina.com/attachment/recipe/2018/11/03/20181103154120538203778810340734.jpg?x-oss-process=style/f320x240,main
421518,黏软红薯糯米饼,红薯、细砂糖、糯米粉、水、盐、白芝麻。,https://i8.meishichina.com/attachment/recipe/2018/10/20/20181020153999776822850234360.jpg?x-oss-process=style/f320x240,main
425383,竹笋酸菜牛肉米线,米线、嫩牛肉、竹笋、酸菜、小葱、生抽、醋、盐、豆瓣酱、淀粉、香油。,https://i8.meishichina.com/attachment/recipe/2018/11/02/20181102154116164164211047852.jpg?x-oss-process=style/f320x240,main
